positive,trust,anticipation,joy,negative,sadness,anger,fear,surprise,disgust,outcome
29.0,21.0,9.0,13.0,27.0,15.0,24.0,17.0,12.0,15.0,0
26.0,24.0,12.0,6.0,23.0,12.0,11.0,20.0,20.0,9.0,0
1.0,0.0,1.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0
9.0,4.0,3.0,4.0,6.0,6.0,3.0,1.0,3.0,0.0,1
11.0,10.0,5.0,1.0,12.0,8.0,7.0,10.0,4.0,4.0,0
21.0,17.0,7.0,6.0,13.0,4.0,6.0,7.0,17.0,4.0,0
9.0,12.0,2.0,1.0,5.0,1.0,0.0,1.0,3.0,0.0,1
23.0,22.0,11.0,7.0,28.0,14.0,15.0,35.0,9.0,9.0,0
379.0,360.0,197.0,97.0,397.0,232.0,316.0,359.0,119.0,130.0,0
5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
9.0,12.0,2.0,1.0,5.0,1.0,0.0,1.0,3.0,0.0,1
23.0,22.0,11.0,7.0,28.0,14.0,15.0,35.0,9.0,9.0,0
379.0,360.0,197.0,97.0,397.0,232.0,316.0,359.0,119.0,130.0,0
20.0,17.0,4.0,5.0,12.0,4.0,6.0,6.0,3.0,1.0,1
52.0,43.0,24.0,16.0,17.0,4.0,5.0,10.0,14.0,1.0,1
7.0,11.0,4.0,2.0,15.0,7.0,7.0,13.0,11.0,3.0,0
2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0
46.0,38.0,11.0,5.0,6.0,3.0,4.0,5.0,4.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
11.0,10.0,7.0,3.0,13.0,8.0,1.0,6.0,5.0,1.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
11.0,10.0,7.0,3.0,13.0,8.0,1.0,6.0,5.0,1.0,0
18.0,14.0,6.0,1.0,22.0,9.0,6.0,7.0,12.0,1.0,0
19.0,13.0,10.0,5.0,14.0,7.0,10.0,9.0,8.0,5.0,0
25.0,23.0,14.0,7.0,37.0,26.0,10.0,22.0,19.0,7.0,1
25.0,19.0,11.0,9.0,16.0,13.0,6.0,7.0,9.0,4.0,0
1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
16.0,14.0,11.0,5.0,18.0,13.0,4.0,8.0,4.0,2.0,1
20.0,18.0,5.0,3.0,14.0,4.0,12.0,21.0,8.0,4.0,0
9.0,4.0,4.0,2.0,8.0,6.0,1.0,3.0,3.0,2.0,0
29.0,28.0,12.0,7.0,16.0,8.0,5.0,12.0,15.0,7.0,0
9.0,4.0,4.0,2.0,8.0,6.0,1.0,3.0,3.0,2.0,0
44.0,35.0,26.0,23.0,19.0,12.0,1.0,4.0,23.0,1.0,0
12.0,14.0,4.0,4.0,7.0,0.0,0.0,1.0,2.0,0.0,1
10.0,6.0,7.0,2.0,17.0,11.0,5.0,10.0,5.0,3.0,1
31.0,22.0,5.0,5.0,8.0,3.0,1.0,2.0,3.0,0.0,1
27.0,18.0,7.0,7.0,13.0,6.0,5.0,7.0,6.0,6.0,1
20.0,17.0,4.0,3.0,10.0,9.0,4.0,5.0,7.0,4.0,0
11.0,8.0,1.0,3.0,7.0,1.0,0.0,2.0,8.0,0.0,0
38.0,31.0,18.0,18.0,16.0,10.0,10.0,14.0,9.0,1.0,1
75.0,59.0,35.0,12.0,39.0,9.0,12.0,19.0,16.0,4.0,1
11.0,7.0,4.0,1.0,12.0,5.0,4.0,6.0,4.0,1.0,1
1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0
38.0,31.0,18.0,18.0,16.0,10.0,10.0,14.0,9.0,1.0,1
30.0,14.0,12.0,2.0,7.0,3.0,4.0,1.0,10.0,2.0,0
19.0,9.0,4.0,3.0,17.0,12.0,2.0,4.0,3.0,2.0,0
34.0,30.0,19.0,12.0,30.0,14.0,19.0,12.0,10.0,8.0,1
9.0,3.0,0.0,0.0,17.0,10.0,7.0,6.0,2.0,5.0,0
28.0,17.0,7.0,3.0,7.0,4.0,2.0,2.0,10.0,2.0,0
29.0,20.0,6.0,2.0,4.0,1.0,2.0,4.0,14.0,0.0,0
24.0,22.0,4.0,1.0,9.0,3.0,10.0,11.0,5.0,3.0,0
15.0,13.0,7.0,7.0,5.0,2.0,1.0,5.0,9.0,1.0,0
20.0,24.0,10.0,7.0,24.0,10.0,8.0,13.0,15.0,5.0,1
61.0,63.0,26.0,5.0,94.0,27.0,71.0,100.0,3.0,22.0,0
32.0,24.0,11.0,9.0,2.0,1.0,1.0,5.0,11.0,0.0,0
39.0,21.0,11.0,7.0,3.0,0.0,1.0,0.0,4.0,0.0,1
18.0,18.0,5.0,3.0,8.0,4.0,2.0,6.0,5.0,1.0,1
31.0,15.0,15.0,2.0,10.0,5.0,0.0,5.0,9.0,1.0,0
14.0,7.0,5.0,2.0,3.0,1.0,2.0,1.0,1.0,0.0,1
52.0,43.0,29.0,11.0,31.0,16.0,17.0,16.0,17.0,4.0,0
14.0,7.0,5.0,2.0,3.0,1.0,2.0,1.0,1.0,0.0,1
52.0,43.0,29.0,11.0,31.0,16.0,17.0,16.0,17.0,4.0,0
1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
22.0,17.0,8.0,4.0,6.0,0.0,5.0,8.0,4.0,0.0,0
19.0,9.0,14.0,5.0,18.0,10.0,10.0,3.0,7.0,3.0,0
0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0
831.0,455.0,291.0,215.0,372.0,179.0,139.0,185.0,102.0,70.0,1
12.0,9.0,1.0,2.0,13.0,3.0,5.0,8.0,1.0,2.0,0
24.0,18.0,5.0,5.0,12.0,7.0,6.0,8.0,5.0,2.0,0
13.0,10.0,10.0,6.0,5.0,3.0,4.0,10.0,6.0,3.0,0
2.0,1.0,0.0,1.0,2.0,2.0,2.0,3.0,0.0,2.0,0
27.0,26.0,17.0,6.0,13.0,9.0,7.0,3.0,14.0,2.0,0
10.0,8.0,6.0,6.0,3.0,2.0,0.0,1.0,1.0,1.0,1
12.0,9.0,1.0,2.0,13.0,3.0,5.0,8.0,1.0,2.0,0
24.0,18.0,5.0,5.0,12.0,7.0,6.0,8.0,5.0,2.0,0
13.0,10.0,10.0,6.0,5.0,3.0,4.0,10.0,6.0,3.0,0
73.0,42.0,19.0,12.0,16.0,2.0,3.0,6.0,9.0,1.0,1
32.0,26.0,18.0,18.0,38.0,16.0,28.0,30.0,7.0,9.0,1
19.0,17.0,3.0,3.0,19.0,9.0,13.0,22.0,8.0,8.0,0
46.0,41.0,25.0,23.0,47.0,11.0,11.0,28.0,20.0,6.0,0
19.0,17.0,3.0,3.0,19.0,9.0,13.0,22.0,8.0,8.0,0
46.0,41.0,25.0,23.0,47.0,11.0,11.0,28.0,20.0,6.0,0
20.0,19.0,3.0,7.0,16.0,7.0,5.0,10.0,6.0,5.0,1
13.0,12.0,5.0,2.0,8.0,1.0,2.0,2.0,3.0,2.0,0
20.0,23.0,10.0,5.0,28.0,7.0,6.0,14.0,4.0,4.0,0
4.0,5.0,3.0,2.0,5.0,4.0,5.0,3.0,2.0,2.0,0
18.0,15.0,5.0,8.0,7.0,3.0,4.0,6.0,3.0,1.0,0
22.0,27.0,7.0,8.0,20.0,8.0,6.0,12.0,9.0,3.0,0
3.0,3.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,0
14.0,5.0,6.0,2.0,12.0,6.0,5.0,6.0,6.0,3.0,1
20.0,12.0,4.0,6.0,18.0,8.0,6.0,11.0,5.0,7.0,0
17.0,23.0,4.0,2.0,7.0,2.0,2.0,5.0,7.0,0.0,0
24.0,29.0,4.0,6.0,5.0,1.0,1.0,4.0,6.0,1.0,0
18.0,24.0,4.0,5.0,9.0,2.0,3.0,6.0,8.0,1.0,0
14.0,10.0,6.0,3.0,7.0,5.0,4.0,5.0,4.0,0.0,1
13.0,19.0,2.0,4.0,8.0,3.0,2.0,3.0,3.0,0.0,0
23.0,11.0,9.0,10.0,11.0,2.0,8.0,7.0,2.0,3.0,0
35.0,15.0,11.0,7.0,16.0,4.0,12.0,13.0,4.0,3.0,1
21.0,11.0,8.0,4.0,4.0,2.0,2.0,4.0,2.0,2.0,1
19.0,19.0,4.0,6.0,7.0,7.0,3.0,4.0,8.0,3.0,0
16.0,18.0,2.0,3.0,10.0,6.0,6.0,7.0,9.0,1.0,0
30.0,18.0,6.0,7.0,9.0,7.0,2.0,6.0,5.0,2.0,1
37.0,10.0,18.0,6.0,25.0,10.0,10.0,18.0,9.0,4.0,0
24.0,12.0,7.0,3.0,8.0,3.0,6.0,5.0,5.0,1.0,1
23.0,11.0,9.0,10.0,11.0,2.0,8.0,7.0,2.0,3.0,0
35.0,15.0,11.0,7.0,16.0,4.0,12.0,13.0,4.0,3.0,1
21.0,11.0,8.0,4.0,4.0,2.0,2.0,4.0,2.0,2.0,1
19.0,19.0,4.0,6.0,7.0,7.0,3.0,4.0,8.0,3.0,0
2.0,1.0,0.0,0.0,5.0,2.0,1.0,3.0,1.0,2.0,0
6.0,4.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,0.0,0
42.0,34.0,19.0,10.0,26.0,15.0,10.0,19.0,21.0,8.0,0
12.0,9.0,3.0,1.0,3.0,1.0,1.0,7.0,2.0,2.0,0
8.0,4.0,4.0,0.0,10.0,5.0,2.0,9.0,1.0,2.0,1
11.0,12.0,3.0,2.0,3.0,1.0,0.0,1.0,1.0,0.0,1
21.0,13.0,6.0,4.0,8.0,3.0,3.0,6.0,9.0,2.0,0
111.0,49.0,36.0,21.0,47.0,10.0,9.0,25.0,7.0,11.0,0
16.0,13.0,3.0,3.0,14.0,5.0,7.0,9.0,8.0,3.0,0
96.0,57.0,19.0,34.0,42.0,17.0,17.0,29.0,15.0,17.0,1
672.0,460.0,260.0,206.0,491.0,248.0,155.0,191.0,97.0,77.0,0
1.0,0.0,0.0,1.0,4.0,2.0,0.0,0.0,1.0,0.0,0
11.0,9.0,4.0,5.0,9.0,6.0,3.0,6.0,4.0,1.0,1
96.0,57.0,19.0,34.0,42.0,17.0,17.0,29.0,15.0,17.0,1
672.0,460.0,260.0,206.0,491.0,248.0,155.0,191.0,97.0,77.0,0
1.0,0.0,0.0,1.0,4.0,2.0,0.0,0.0,1.0,0.0,0
11.0,9.0,3.0,3.0,4.0,2.0,1.0,1.0,2.0,3.0,0
42.0,33.0,14.0,13.0,10.0,6.0,1.0,7.0,9.0,2.0,1
1263.0,617.0,394.0,304.0,528.0,282.0,135.0,186.0,103.0,89.0,1
978.0,515.0,375.0,283.0,506.0,295.0,253.0,317.0,112.0,93.0,1
28.0,17.0,6.0,5.0,22.0,7.0,15.0,19.0,7.0,5.0,0
3.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0
45.0,55.0,18.0,8.0,16.0,4.0,3.0,8.0,9.0,4.0,1
13.0,8.0,5.0,2.0,9.0,10.0,3.0,7.0,3.0,0.0,1
19.0,21.0,5.0,4.0,26.0,10.0,14.0,14.0,5.0,4.0,0
978.0,515.0,375.0,283.0,506.0,295.0,253.0,317.0,112.0,93.0,1
28.0,17.0,6.0,5.0,22.0,7.0,15.0,19.0,7.0,5.0,0
3.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0
22.0,27.0,4.0,6.0,17.0,6.0,9.0,12.0,11.0,2.0,0
22.0,22.0,5.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,1
26.0,18.0,11.0,4.0,11.0,2.0,3.0,5.0,5.0,4.0,0
6.0,5.0,4.0,2.0,3.0,3.0,2.0,3.0,5.0,0.0,0
26.0,18.0,11.0,4.0,11.0,2.0,3.0,5.0,5.0,4.0,0
6.0,5.0,4.0,2.0,3.0,3.0,2.0,3.0,5.0,0.0,0
1.0,3.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
34.0,20.0,12.0,7.0,18.0,11.0,7.0,12.0,6.0,4.0,0
21.0,25.0,4.0,6.0,12.0,3.0,7.0,12.0,11.0,2.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
6.0,9.0,2.0,2.0,5.0,2.0,3.0,7.0,0.0,2.0,1
24.0,22.0,9.0,8.0,13.0,5.0,6.0,11.0,13.0,3.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
23.0,17.0,6.0,3.0,22.0,13.0,5.0,10.0,7.0,6.0,1
3.0,2.0,0.0,0.0,5.0,1.0,1.0,2.0,1.0,0.0,0
36.0,28.0,12.0,7.0,41.0,19.0,15.0,24.0,4.0,12.0,0
29.0,26.0,11.0,7.0,8.0,6.0,6.0,7.0,12.0,3.0,0
13.0,17.0,2.0,2.0,5.0,2.0,2.0,5.0,5.0,0.0,0
22.0,11.0,10.0,9.0,13.0,8.0,10.0,12.0,6.0,3.0,0
12.0,7.0,3.0,3.0,1.0,0.0,0.0,1.0,5.0,0.0,0
17.0,20.0,6.0,2.0,16.0,7.0,3.0,6.0,2.0,3.0,1
46.0,46.0,6.0,4.0,3.0,1.0,12.0,17.0,13.0,0.0,0
46.0,46.0,6.0,4.0,3.0,1.0,12.0,17.0,13.0,0.0,0
2.0,3.0,2.0,2.0,2.0,0.0,1.0,1.0,2.0,0.0,0
19.0,21.0,4.0,5.0,12.0,3.0,2.0,5.0,2.0,3.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
27.0,21.0,4.0,0.0,14.0,4.0,2.0,5.0,1.0,2.0,1
15.0,9.0,5.0,1.0,3.0,1.0,2.0,3.0,6.0,1.0,0
19.0,16.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,1
31.0,19.0,10.0,9.0,11.0,8.0,5.0,12.0,8.0,7.0,0
27.0,17.0,5.0,5.0,3.0,3.0,2.0,3.0,8.0,0.0,0
40.0,51.0,6.0,6.0,18.0,8.0,9.0,21.0,22.0,3.0,0
21.0,18.0,3.0,5.0,16.0,6.0,6.0,15.0,5.0,2.0,0
12.0,8.0,3.0,5.0,5.0,5.0,2.0,3.0,4.0,1.0,0
6.0,8.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,0.0,1
14.0,16.0,5.0,1.0,12.0,4.0,2.0,6.0,8.0,1.0,1
14.0,17.0,4.0,2.0,13.0,5.0,4.0,3.0,7.0,3.0,1
50.0,55.0,10.0,9.0,2.0,0.0,3.0,2.0,6.0,0.0,1
21.0,10.0,10.0,3.0,4.0,1.0,1.0,6.0,3.0,0.0,1
13.0,10.0,4.0,3.0,9.0,4.0,5.0,8.0,4.0,4.0,1
1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0
15.0,11.0,7.0,4.0,15.0,11.0,2.0,4.0,4.0,2.0,0
23.0,20.0,12.0,12.0,1.0,1.0,2.0,1.0,14.0,1.0,0
527.0,233.0,215.0,190.0,113.0,81.0,38.0,53.0,28.0,14.0,1
41.0,35.0,16.0,12.0,21.0,7.0,7.0,23.0,14.0,4.0,0
8.0,12.0,4.0,2.0,7.0,1.0,3.0,5.0,3.0,1.0,0
6.0,2.0,0.0,1.0,8.0,6.0,4.0,6.0,2.0,5.0,0
14.0,13.0,3.0,3.0,8.0,4.0,5.0,4.0,2.0,1.0,1
13.0,10.0,7.0,2.0,7.0,3.0,2.0,4.0,3.0,2.0,1
33.0,23.0,7.0,5.0,15.0,6.0,7.0,9.0,9.0,1.0,0
36.0,35.0,22.0,4.0,31.0,12.0,7.0,19.0,9.0,7.0,1
14.0,17.0,4.0,2.0,13.0,5.0,4.0,3.0,7.0,3.0,1
13.0,10.0,7.0,2.0,7.0,3.0,2.0,4.0,3.0,2.0,1
2.0,1.0,2.0,1.0,1.0,0.0,2.0,2.0,1.0,0.0,0
59.0,44.0,14.0,13.0,49.0,19.0,14.0,22.0,14.0,15.0,1
43.0,32.0,11.0,9.0,42.0,10.0,19.0,21.0,9.0,6.0,1
21.0,11.0,10.0,6.0,13.0,4.0,5.0,12.0,2.0,2.0,0
24.0,24.0,3.0,3.0,14.0,5.0,8.0,16.0,3.0,6.0,0
19.0,19.0,6.0,7.0,11.0,8.0,9.0,12.0,4.0,6.0,0
15.0,16.0,3.0,3.0,9.0,5.0,4.0,11.0,6.0,1.0,0
47.0,49.0,10.0,6.0,7.0,2.0,5.0,4.0,1.0,3.0,1
19.0,18.0,9.0,5.0,16.0,4.0,7.0,9.0,9.0,4.0,1
37.0,33.0,10.0,3.0,23.0,8.0,12.0,20.0,12.0,8.0,0
19.0,18.0,9.0,5.0,16.0,4.0,7.0,9.0,9.0,4.0,1
115.0,137.0,22.0,15.0,74.0,16.0,41.0,81.0,21.0,21.0,0
13.0,11.0,6.0,5.0,9.0,2.0,3.0,2.0,5.0,6.0,0
5.0,2.0,3.0,1.0,4.0,3.0,1.0,2.0,2.0,1.0,0
62.0,51.0,20.0,18.0,19.0,8.0,12.0,22.0,18.0,6.0,0
59.0,43.0,23.0,33.0,23.0,8.0,12.0,15.0,12.0,18.0,1
14.0,10.0,13.0,1.0,16.0,10.0,6.0,16.0,5.0,6.0,1
13.0,15.0,4.0,2.0,15.0,7.0,10.0,19.0,5.0,6.0,0
29.0,16.0,21.0,18.0,27.0,22.0,8.0,6.0,22.0,1.0,0
22.0,11.0,7.0,3.0,28.0,9.0,4.0,17.0,6.0,9.0,0
7.0,5.0,2.0,2.0,6.0,0.0,3.0,2.0,3.0,1.0,1
14.0,10.0,13.0,1.0,16.0,10.0,6.0,16.0,5.0,6.0,1
13.0,15.0,4.0,2.0,15.0,7.0,10.0,19.0,5.0,6.0,0
29.0,16.0,21.0,18.0,27.0,22.0,8.0,6.0,22.0,1.0,0
12.0,15.0,0.0,2.0,5.0,2.0,3.0,7.0,4.0,2.0,0
10.0,6.0,3.0,1.0,15.0,3.0,8.0,4.0,3.0,0.0,1
20.0,12.0,9.0,12.0,6.0,5.0,0.0,1.0,10.0,0.0,0
0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0
16.0,11.0,4.0,3.0,15.0,7.0,7.0,9.0,6.0,5.0,1
16.0,19.0,12.0,3.0,17.0,9.0,8.0,7.0,14.0,2.0,1
8.0,6.0,10.0,0.0,5.0,2.0,6.0,7.0,2.0,1.0,1
46.0,25.0,12.0,13.0,18.0,6.0,4.0,11.0,9.0,4.0,0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6.0,6.0,1.0,0.0,2.0,0.0,0.0,1.0,5.0,0.0,0
21.0,16.0,5.0,8.0,12.0,3.0,1.0,7.0,7.0,1.0,0
15.0,11.0,3.0,4.0,5.0,3.0,3.0,5.0,1.0,2.0,0
132.0,120.0,27.0,16.0,62.0,15.0,16.0,35.0,11.0,7.0,0
18.0,21.0,4.0,3.0,9.0,2.0,7.0,13.0,10.0,4.0,0
255.0,184.0,71.0,42.0,112.0,45.0,52.0,60.0,19.0,49.0,0
8.0,8.0,1.0,3.0,8.0,3.0,6.0,6.0,4.0,3.0,0
44.0,34.0,14.0,11.0,22.0,11.0,11.0,14.0,18.0,5.0,0
15.0,13.0,2.0,0.0,16.0,6.0,3.0,5.0,6.0,3.0,0
0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0
13.0,6.0,5.0,1.0,11.0,6.0,2.0,7.0,1.0,5.0,1
12.0,11.0,5.0,0.0,7.0,3.0,5.0,6.0,2.0,1.0,1
16.0,10.0,12.0,1.0,18.0,16.0,19.0,17.0,8.0,9.0,0
22.0,15.0,11.0,5.0,27.0,22.0,7.0,9.0,8.0,2.0,0
218.0,193.0,166.0,108.0,330.0,239.0,82.0,42.0,65.0,9.0,0
16.0,18.0,2.0,3.0,4.0,0.0,1.0,7.0,7.0,2.0,0
8.0,8.0,1.0,3.0,8.0,3.0,6.0,6.0,4.0,3.0,0
44.0,34.0,14.0,11.0,22.0,11.0,11.0,14.0,18.0,5.0,0
31.0,25.0,11.0,12.0,17.0,8.0,6.0,13.0,8.0,0.0,0
30.0,24.0,12.0,8.0,17.0,12.0,16.0,16.0,8.0,7.0,0
65.0,33.0,27.0,20.0,22.0,4.0,2.0,14.0,4.0,1.0,0
31.0,27.0,15.0,15.0,9.0,6.0,6.0,4.0,12.0,2.0,0
123.0,86.0,44.0,29.0,100.0,46.0,50.0,56.0,14.0,21.0,0
3.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
4.0,5.0,4.0,0.0,8.0,4.0,3.0,3.0,1.0,2.0,0
22.0,23.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
4.0,5.0,4.0,0.0,8.0,4.0,3.0,3.0,1.0,2.0,0
18.0,15.0,4.0,3.0,14.0,4.0,2.0,2.0,6.0,2.0,1
235.0,153.0,102.0,52.0,124.0,38.0,38.0,96.0,27.0,36.0,1
181.0,90.0,75.0,59.0,82.0,35.0,37.0,44.0,32.0,24.0,1
12.0,7.0,3.0,1.0,7.0,2.0,2.0,2.0,4.0,2.0,1
31.0,26.0,13.0,9.0,16.0,9.0,8.0,6.0,3.0,1.0,0
21.0,18.0,1.0,2.0,26.0,10.0,16.0,20.0,11.0,4.0,0
40.0,39.0,8.0,10.0,18.0,8.0,14.0,30.0,9.0,5.0,0
27.0,28.0,8.0,5.0,3.0,2.0,2.0,2.0,1.0,1.0,1
6.0,6.0,1.0,0.0,4.0,0.0,1.0,0.0,1.0,2.0,0
1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0
17.0,15.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1
0.0,0.0,0.0,0.0,3.0,0.0,1.0,2.0,1.0,0.0,0
12.0,7.0,2.0,4.0,13.0,7.0,5.0,9.0,9.0,1.0,0
19.0,14.0,6.0,5.0,13.0,6.0,9.0,8.0,5.0,4.0,0
81.0,72.0,33.0,15.0,27.0,19.0,19.0,13.0,17.0,1.0,1
2.0,2.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,1.0,0
17.0,21.0,4.0,6.0,1.0,0.0,1.0,2.0,4.0,0.0,0
28.0,28.0,9.0,6.0,11.0,4.0,5.0,3.0,8.0,0.0,0
52.0,34.0,9.0,6.0,12.0,1.0,4.0,7.0,5.0,3.0,1
1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0,0
10.0,9.0,5.0,4.0,2.0,0.0,2.0,4.0,4.0,1.0,0
17.0,14.0,4.0,3.0,2.0,1.0,2.0,0.0,2.0,1.0,1
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
7.0,4.0,3.0,2.0,1.0,0.0,1.0,2.0,2.0,0.0,0
60.0,50.0,17.0,13.0,4.0,2.0,4.0,4.0,1.0,0.0,1
1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0
19.0,14.0,10.0,10.0,5.0,3.0,3.0,6.0,9.0,1.0,0
1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
67.0,55.0,18.0,16.0,11.0,8.0,8.0,9.0,11.0,3.0,1
67.0,55.0,18.0,16.0,11.0,8.0,8.0,9.0,11.0,3.0,1
3.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0
51.0,36.0,15.0,7.0,9.0,2.0,5.0,1.0,3.0,1.0,1
92.0,73.0,33.0,26.0,9.0,4.0,3.0,10.0,9.0,1.0,1
2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
38.0,26.0,10.0,12.0,9.0,5.0,8.0,5.0,14.0,5.0,1
9.0,7.0,4.0,3.0,10.0,7.0,4.0,5.0,3.0,3.0,0
47.0,31.0,17.0,10.0,9.0,2.0,3.0,3.0,4.0,0.0,1
68.0,62.0,23.0,14.0,13.0,8.0,9.0,5.0,11.0,3.0,1
1.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0
19.0,13.0,8.0,7.0,10.0,4.0,2.0,3.0,6.0,0.0,0
11.0,4.0,4.0,0.0,6.0,3.0,4.0,5.0,2.0,1.0,0
0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
68.0,39.0,18.0,6.0,31.0,16.0,15.0,22.0,7.0,11.0,1
23.0,24.0,10.0,9.0,3.0,2.0,2.0,0.0,4.0,0.0,1
37.0,31.0,12.0,6.0,2.0,1.0,3.0,3.0,2.0,1.0,1
4.0,4.0,2.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0
4.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
10.0,9.0,4.0,2.0,5.0,3.0,6.0,3.0,5.0,1.0,0
35.0,35.0,11.0,7.0,8.0,1.0,6.0,4.0,10.0,1.0,0
3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
14.0,7.0,3.0,2.0,4.0,1.0,1.0,2.0,3.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
7.0,6.0,3.0,2.0,10.0,0.0,4.0,4.0,2.0,3.0,0
10.0,4.0,3.0,1.0,2.0,2.0,0.0,2.0,8.0,1.0,0
17.0,9.0,2.0,2.0,4.0,3.0,2.0,2.0,5.0,1.0,0
2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
19.0,11.0,4.0,2.0,4.0,4.0,2.0,5.0,5.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
27.0,20.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,1.0,1
6.0,4.0,1.0,1.0,5.0,2.0,2.0,6.0,3.0,2.0,0
22.0,18.0,6.0,7.0,3.0,0.0,0.0,1.0,9.0,0.0,0
15.0,9.0,3.0,6.0,1.0,1.0,1.0,0.0,5.0,0.0,0
2.0,1.0,1.0,0.0,4.0,3.0,0.0,3.0,2.0,2.0,0
77.0,63.0,37.0,14.0,26.0,8.0,15.0,16.0,9.0,6.0,1
9.0,8.0,1.0,0.0,3.0,3.0,2.0,4.0,1.0,1.0,0
17.0,14.0,7.0,4.0,9.0,3.0,7.0,3.0,4.0,2.0,1
4.0,5.0,2.0,1.0,10.0,9.0,4.0,7.0,2.0,3.0,0
16.0,12.0,4.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,1
13.0,8.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1
10.0,11.0,3.0,5.0,6.0,3.0,6.0,5.0,3.0,2.0,0
9.0,9.0,5.0,4.0,12.0,4.0,6.0,4.0,4.0,3.0,0
13.0,11.0,7.0,2.0,10.0,7.0,5.0,6.0,9.0,3.0,0
167.0,131.0,65.0,49.0,125.0,68.0,65.0,73.0,28.0,32.0,1
18.0,17.0,8.0,5.0,29.0,17.0,15.0,18.0,2.0,5.0,1
11.0,11.0,4.0,2.0,7.0,6.0,8.0,8.0,8.0,2.0,0
41.0,33.0,18.0,12.0,46.0,29.0,27.0,29.0,6.0,10.0,1
19.0,14.0,5.0,4.0,3.0,2.0,2.0,2.0,4.0,1.0,1
12.0,13.0,5.0,4.0,8.0,1.0,5.0,2.0,7.0,2.0,0
28.0,24.0,4.0,3.0,8.0,1.0,3.0,2.0,2.0,2.0,1
25.0,20.0,5.0,5.0,4.0,1.0,1.0,1.0,1.0,0.0,1
