,positive,trust,anticipation,joy,negative,sadness,anger,fear,surprise,disgust,outcome
243,56.0,39.0,27.0,15.0,11.0,4.0,11.0,12.0,9.0,8.0,0
244,296.0,213.0,135.0,106.0,83.0,39.0,26.0,32.0,23.0,6.0,1
245,21.0,14.0,3.0,3.0,1.0,0.0,0.0,2.0,4.0,0.0,1
246,25.0,17.0,12.0,9.0,4.0,2.0,2.0,1.0,3.0,0.0,0
247,44.0,39.0,26.0,19.0,18.0,6.0,14.0,14.0,5.0,5.0,0
248,17.0,11.0,3.0,4.0,4.0,1.0,4.0,2.0,1.0,3.0,1
249,169.0,131.0,50.0,46.0,89.0,28.0,44.0,57.0,32.0,19.0,1
250,19.0,11.0,9.0,4.0,5.0,0.0,2.0,1.0,0.0,0.0,1
251,18.0,14.0,5.0,5.0,6.0,1.0,4.0,4.0,5.0,1.0,1
252,45.0,28.0,23.0,11.0,6.0,5.0,2.0,4.0,2.0,2.0,0
253,33.0,36.0,14.0,8.0,6.0,2.0,2.0,3.0,2.0,0.0,1
254,57.0,37.0,22.0,17.0,26.0,12.0,15.0,20.0,8.0,7.0,1
255,22.0,11.0,6.0,5.0,2.0,1.0,2.0,2.0,5.0,0.0,1
256,40.0,42.0,7.0,5.0,4.0,0.0,2.0,1.0,3.0,0.0,1
257,28.0,28.0,10.0,8.0,18.0,4.0,14.0,12.0,5.0,6.0,1
258,43.0,26.0,24.0,7.0,17.0,6.0,13.0,9.0,6.0,4.0,1
259,30.0,28.0,10.0,7.0,12.0,10.0,6.0,6.0,5.0,1.0,0
260,30.0,20.0,9.0,5.0,4.0,0.0,4.0,7.0,0.0,1.0,0
261,30.0,19.0,7.0,6.0,2.0,0.0,1.0,0.0,1.0,0.0,0
262,22.0,16.0,4.0,7.0,2.0,1.0,0.0,3.0,4.0,1.0,0
263,26.0,12.0,11.0,8.0,3.0,2.0,2.0,2.0,4.0,1.0,0
264,39.0,27.0,6.0,4.0,6.0,1.0,4.0,6.0,1.0,2.0,0
265,23.0,6.0,12.0,9.0,1.0,1.0,1.0,1.0,8.0,0.0,0
266,57.0,52.0,32.0,24.0,17.0,3.0,3.0,6.0,3.0,1.0,0
267,15.0,10.0,3.0,3.0,8.0,4.0,5.0,6.0,2.0,1.0,0
268,67.0,52.0,19.0,12.0,13.0,3.0,14.0,15.0,2.0,5.0,0
269,19.0,17.0,7.0,4.0,4.0,2.0,2.0,3.0,0.0,1.0,0
270,21.0,20.0,7.0,5.0,3.0,0.0,1.0,0.0,1.0,1.0,0
271,65.0,53.0,17.0,9.0,8.0,3.0,6.0,7.0,4.0,2.0,0
272,28.0,15.0,10.0,5.0,6.0,1.0,3.0,3.0,2.0,2.0,0
273,25.0,19.0,8.0,8.0,4.0,3.0,1.0,1.0,2.0,2.0,0
274,28.0,22.0,8.0,6.0,3.0,0.0,4.0,5.0,2.0,2.0,0
275,184.0,159.0,54.0,48.0,111.0,51.0,71.0,68.0,15.0,26.0,0
276,11.0,7.0,1.0,3.0,2.0,0.0,2.0,1.0,1.0,0.0,0
277,15.0,9.0,7.0,4.0,15.0,7.0,12.0,7.0,7.0,3.0,0
278,13.0,13.0,5.0,6.0,8.0,2.0,5.0,4.0,7.0,4.0,0
279,33.0,23.0,5.0,2.0,7.0,4.0,5.0,8.0,6.0,4.0,0
280,16.0,20.0,5.0,4.0,3.0,3.0,5.0,4.0,5.0,2.0,0
281,9.0,5.0,1.0,1.0,3.0,2.0,0.0,0.0,2.0,0.0,0
282,16.0,18.0,7.0,1.0,22.0,16.0,14.0,16.0,11.0,9.0,0
283,17.0,10.0,8.0,1.0,5.0,3.0,8.0,8.0,3.0,1.0,0
284,26.0,27.0,4.0,7.0,7.0,1.0,5.0,4.0,9.0,1.0,0
285,18.0,8.0,12.0,3.0,5.0,1.0,8.0,6.0,3.0,0.0,0
286,43.0,44.0,17.0,4.0,27.0,17.0,21.0,17.0,12.0,11.0,0
287,269.0,244.0,143.0,80.0,230.0,113.0,130.0,93.0,76.0,53.0,0
288,42.0,34.0,15.0,6.0,35.0,28.0,20.0,19.0,7.0,12.0,0
289,25.0,25.0,9.0,4.0,7.0,4.0,10.0,6.0,5.0,2.0,0
290,17.0,17.0,8.0,4.0,8.0,7.0,6.0,4.0,8.0,3.0,0
291,34.0,30.0,9.0,7.0,15.0,4.0,13.0,10.0,6.0,2.0,0
292,6.0,5.0,1.0,0.0,2.0,0.0,2.0,1.0,1.0,0.0,0
293,8.0,11.0,0.0,0.0,1.0,0.0,3.0,3.0,4.0,1.0,0
294,17.0,11.0,12.0,4.0,6.0,2.0,5.0,5.0,5.0,1.0,0
295,11.0,13.0,5.0,3.0,6.0,5.0,7.0,3.0,5.0,5.0,0
296,14.0,16.0,4.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,0
297,6.0,5.0,3.0,2.0,4.0,4.0,4.0,2.0,3.0,2.0,0
298,7.0,7.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,0
299,22.0,24.0,6.0,3.0,24.0,19.0,8.0,8.0,4.0,5.0,0
300,13.0,15.0,7.0,2.0,8.0,5.0,4.0,3.0,5.0,1.0,0
301,21.0,20.0,8.0,3.0,12.0,6.0,12.0,6.0,9.0,2.0,0
302,14.0,17.0,7.0,2.0,18.0,8.0,10.0,9.0,9.0,5.0,0
303,25.0,31.0,9.0,3.0,24.0,13.0,17.0,15.0,13.0,8.0,0
304,24.0,20.0,16.0,6.0,13.0,10.0,11.0,9.0,8.0,5.0,0
305,27.0,21.0,13.0,9.0,15.0,12.0,10.0,7.0,9.0,4.0,0
306,25.0,31.0,9.0,3.0,24.0,13.0,17.0,15.0,13.0,8.0,0
307,10.0,12.0,4.0,2.0,1.0,1.0,1.0,2.0,3.0,0.0,0
308,17.0,17.0,8.0,3.0,10.0,6.0,8.0,4.0,8.0,3.0,0
309,23.0,19.0,8.0,8.0,7.0,7.0,6.0,3.0,8.0,4.0,0
310,139.0,103.0,71.0,60.0,37.0,27.0,22.0,25.0,20.0,7.0,1
311,88.0,68.0,24.0,31.0,27.0,17.0,11.0,15.0,11.0,3.0,0
312,7.0,18.0,5.0,2.0,8.0,5.0,1.0,3.0,3.0,3.0,0
313,26.0,18.0,12.0,9.0,11.0,8.0,10.0,11.0,5.0,6.0,0
314,66.0,44.0,29.0,22.0,30.0,25.0,15.0,18.0,12.0,7.0,1
315,16.0,12.0,10.0,7.0,6.0,2.0,4.0,4.0,6.0,2.0,0
316,7.0,9.0,2.0,2.0,5.0,2.0,5.0,3.0,2.0,1.0,0
317,110.0,76.0,64.0,28.0,87.0,50.0,44.0,49.0,23.0,30.0,0
318,26.0,27.0,11.0,7.0,5.0,4.0,4.0,5.0,8.0,0.0,0
319,4.0,4.0,0.0,0.0,3.0,3.0,2.0,2.0,1.0,1.0,0
320,12.0,5.0,5.0,3.0,7.0,2.0,2.0,1.0,4.0,1.0,0
321,84.0,61.0,50.0,32.0,60.0,35.0,32.0,17.0,63.0,8.0,0
322,20.0,19.0,12.0,6.0,7.0,6.0,3.0,6.0,3.0,3.0,1
323,22.0,26.0,10.0,4.0,8.0,2.0,9.0,9.0,8.0,2.0,0
324,3.0,1.0,2.0,0.0,3.0,0.0,2.0,3.0,1.0,2.0,0
325,29.0,20.0,12.0,5.0,9.0,3.0,4.0,4.0,10.0,0.0,1
326,7.0,7.0,2.0,0.0,2.0,0.0,2.0,2.0,3.0,1.0,0
327,29.0,20.0,12.0,5.0,9.0,3.0,4.0,4.0,10.0,0.0,1
328,7.0,7.0,2.0,0.0,2.0,0.0,2.0,2.0,3.0,1.0,0
329,40.0,43.0,23.0,6.0,20.0,12.0,14.0,15.0,14.0,7.0,0
330,1.0,2.0,5.0,0.0,0.0,1.0,0.0,1.0,12.0,0.0,1
331,69.0,43.0,38.0,23.0,37.0,15.0,20.0,32.0,14.0,10.0,1
332,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0
333,27.0,29.0,9.0,6.0,6.0,4.0,2.0,2.0,2.0,0.0,1
334,21.0,16.0,9.0,7.0,5.0,4.0,5.0,1.0,5.0,0.0,1
335,50.0,45.0,17.0,10.0,23.0,11.0,5.0,11.0,14.0,2.0,0
336,49.0,41.0,16.0,12.0,24.0,12.0,5.0,13.0,12.0,2.0,0
337,46.0,39.0,14.0,11.0,22.0,11.0,5.0,12.0,12.0,2.0,0
338,132.0,101.0,56.0,42.0,69.0,38.0,29.0,36.0,45.0,10.0,1
339,29.0,16.0,6.0,12.0,14.0,10.0,1.0,3.0,6.0,1.0,0
340,16.0,12.0,7.0,5.0,19.0,8.0,11.0,4.0,8.0,4.0,0
341,8.0,2.0,3.0,4.0,0.0,0.0,0.0,2.0,4.0,0.0,0
342,37.0,25.0,13.0,3.0,19.0,18.0,1.0,3.0,17.0,2.0,0
343,13.0,9.0,6.0,5.0,9.0,6.0,4.0,2.0,8.0,1.0,1
344,256.0,163.0,88.0,58.0,125.0,34.0,29.0,40.0,28.0,9.0,1
345,40.0,23.0,16.0,10.0,31.0,17.0,16.0,22.0,15.0,7.0,1
346,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0
347,59.0,28.0,22.0,8.0,40.0,18.0,31.0,24.0,7.0,8.0,1
348,50.0,45.0,17.0,10.0,23.0,11.0,5.0,11.0,14.0,2.0,0
349,49.0,41.0,16.0,12.0,24.0,12.0,5.0,13.0,12.0,2.0,0
350,46.0,39.0,14.0,11.0,22.0,11.0,5.0,12.0,12.0,2.0,0
351,132.0,101.0,56.0,42.0,69.0,38.0,29.0,36.0,45.0,10.0,1
352,29.0,16.0,6.0,12.0,14.0,10.0,1.0,3.0,6.0,1.0,0
353,16.0,12.0,7.0,5.0,19.0,8.0,11.0,4.0,8.0,4.0,0
354,8.0,2.0,3.0,4.0,0.0,0.0,0.0,2.0,4.0,0.0,0
355,37.0,25.0,13.0,3.0,19.0,18.0,1.0,3.0,17.0,2.0,0
356,13.0,9.0,6.0,5.0,9.0,6.0,4.0,2.0,8.0,1.0,1
357,75.0,43.0,28.0,19.0,43.0,20.0,23.0,22.0,17.0,13.0,1
358,39.0,31.0,16.0,6.0,18.0,6.0,4.0,8.0,10.0,2.0,0
359,59.0,28.0,22.0,8.0,40.0,18.0,31.0,24.0,7.0,8.0,1
360,61.0,24.0,26.0,20.0,15.0,8.0,7.0,6.0,13.0,0.0,1
361,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
362,11.0,6.0,4.0,2.0,8.0,4.0,4.0,4.0,5.0,3.0,0
363,8.0,5.0,6.0,3.0,4.0,2.0,4.0,1.0,11.0,0.0,0
364,127.0,123.0,47.0,31.0,86.0,55.0,40.0,41.0,32.0,20.0,0
365,13.0,11.0,6.0,3.0,8.0,7.0,2.0,4.0,6.0,0.0,1
366,8.0,6.0,4.0,4.0,1.0,0.0,0.0,2.0,2.0,0.0,0
367,51.0,42.0,17.0,10.0,16.0,9.0,13.0,17.0,19.0,5.0,0
368,33.0,30.0,10.0,6.0,11.0,4.0,4.0,4.0,15.0,2.0,0
369,13.0,5.0,7.0,2.0,3.0,3.0,0.0,4.0,3.0,0.0,0
370,46.0,38.0,13.0,9.0,21.0,10.0,6.0,11.0,13.0,2.0,0
371,8.0,8.0,2.0,0.0,5.0,1.0,2.0,1.0,2.0,0.0,1
372,78.0,59.0,49.0,33.0,56.0,40.0,27.0,21.0,25.0,7.0,1
373,138.0,83.0,54.0,39.0,64.0,42.0,40.0,44.0,31.0,8.0,1
374,35.0,29.0,14.0,10.0,16.0,8.0,6.0,6.0,4.0,6.0,1
375,18.0,15.0,6.0,10.0,11.0,5.0,1.0,4.0,4.0,0.0,0
376,78.0,34.0,22.0,17.0,32.0,12.0,13.0,16.0,14.0,4.0,1
377,45.0,38.0,13.0,9.0,21.0,10.0,6.0,11.0,13.0,2.0,0
378,39.0,31.0,16.0,6.0,18.0,6.0,4.0,8.0,10.0,2.0,0
379,118.0,88.0,55.0,44.0,66.0,37.0,34.0,36.0,40.0,11.0,1
380,111.0,65.0,46.0,28.0,40.0,23.0,26.0,26.0,34.0,16.0,1
381,53.0,46.0,15.0,10.0,24.0,11.0,5.0,12.0,15.0,1.0,0
382,49.0,41.0,16.0,12.0,24.0,12.0,5.0,13.0,12.0,2.0,0
383,5.0,5.0,4.0,1.0,6.0,5.0,1.0,3.0,6.0,0.0,1
384,61.0,24.0,26.0,20.0,15.0,8.0,7.0,6.0,13.0,0.0,1
385,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0
386,51.0,45.0,17.0,10.0,23.0,11.0,5.0,11.0,14.0,2.0,0
387,41.0,49.0,20.0,10.0,13.0,11.0,5.0,9.0,23.0,2.0,0
388,17.0,15.0,7.0,6.0,11.0,8.0,9.0,11.0,6.0,10.0,0
389,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0
390,51.0,45.0,17.0,10.0,23.0,11.0,5.0,11.0,14.0,2.0,0
391,120.0,99.0,56.0,42.0,59.0,33.0,28.0,30.0,35.0,11.0,1
392,110.0,93.0,48.0,36.0,57.0,33.0,25.0,28.0,34.0,9.0,1
393,20.0,13.0,7.0,5.0,10.0,7.0,5.0,8.0,9.0,3.0,0
394,53.0,26.0,12.0,13.0,8.0,1.0,1.0,3.0,6.0,1.0,1
395,125.0,103.0,53.0,54.0,28.0,20.0,22.0,22.0,20.0,6.0,1
396,12.0,8.0,4.0,4.0,4.0,3.0,2.0,3.0,3.0,1.0,1
397,142.0,153.0,46.0,28.0,102.0,50.0,48.0,55.0,41.0,27.0,0
398,56.0,38.0,16.0,12.0,44.0,24.0,25.0,38.0,7.0,4.0,1
399,41.0,49.0,20.0,10.0,13.0,11.0,5.0,9.0,23.0,2.0,0
400,17.0,15.0,7.0,6.0,11.0,8.0,9.0,11.0,6.0,10.0,0
401,71.0,48.0,24.0,21.0,45.0,26.0,13.0,19.0,11.0,8.0,1
402,99.0,75.0,31.0,31.0,54.0,29.0,32.0,35.0,18.0,22.0,1
403,53.0,40.0,25.0,24.0,41.0,25.0,27.0,30.0,18.0,14.0,0
404,187.0,166.0,60.0,45.0,134.0,75.0,71.0,67.0,52.0,34.0,0
405,70.0,49.0,23.0,21.0,49.0,31.0,14.0,23.0,13.0,9.0,1
406,5.0,5.0,2.0,0.0,6.0,4.0,2.0,3.0,1.0,1.0,0
407,204.0,141.0,85.0,74.0,99.0,81.0,42.0,34.0,55.0,13.0,1
408,16.0,12.0,1.0,0.0,10.0,6.0,2.0,10.0,3.0,1.0,1
409,136.0,103.0,61.0,53.0,77.0,44.0,47.0,45.0,51.0,11.0,1
410,85.0,66.0,37.0,39.0,38.0,16.0,28.0,32.0,18.0,10.0,1
411,76.0,61.0,24.0,18.0,59.0,30.0,42.0,46.0,8.0,10.0,1
412,7.0,7.0,2.0,2.0,5.0,3.0,3.0,3.0,5.0,2.0,1
413,12.0,9.0,8.0,7.0,2.0,1.0,1.0,6.0,6.0,2.0,1
414,52.0,39.0,11.0,5.0,10.0,2.0,2.0,3.0,1.0,1.0,1
415,1.0,1.0,3.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,0
416,24.0,21.0,9.0,8.0,15.0,10.0,9.0,12.0,11.0,6.0,1
417,136.0,103.0,61.0,53.0,77.0,44.0,47.0,45.0,51.0,11.0,1
418,85.0,66.0,37.0,39.0,38.0,16.0,28.0,32.0,18.0,10.0,1
419,76.0,61.0,24.0,18.0,59.0,30.0,42.0,46.0,8.0,10.0,1
420,7.0,7.0,2.0,2.0,5.0,3.0,3.0,3.0,5.0,2.0,1
421,12.0,9.0,8.0,7.0,2.0,1.0,1.0,6.0,6.0,2.0,1
422,52.0,39.0,11.0,5.0,10.0,2.0,2.0,3.0,1.0,1.0,1
423,1.0,1.0,3.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,0
424,24.0,21.0,9.0,8.0,15.0,10.0,9.0,12.0,11.0,6.0,1
425,11.0,6.0,2.0,4.0,8.0,2.0,6.0,9.0,5.0,3.0,1
426,31.0,23.0,12.0,8.0,29.0,12.0,2.0,3.0,5.0,1.0,1
427,20.0,18.0,13.0,6.0,20.0,8.0,6.0,10.0,5.0,0.0,1
428,20.0,11.0,4.0,4.0,11.0,10.0,6.0,7.0,7.0,3.0,0
429,14.0,10.0,4.0,2.0,8.0,3.0,4.0,2.0,4.0,2.0,1
430,143.0,108.0,57.0,54.0,72.0,50.0,36.0,39.0,49.0,10.0,1
431,3.0,4.0,3.0,3.0,11.0,9.0,5.0,5.0,1.0,1.0,0
432,7.0,7.0,2.0,4.0,12.0,7.0,6.0,7.0,5.0,8.0,0
433,11.0,8.0,4.0,2.0,3.0,2.0,2.0,3.0,5.0,0.0,0
434,11.0,6.0,2.0,4.0,8.0,2.0,6.0,9.0,5.0,3.0,1
435,31.0,23.0,12.0,8.0,29.0,12.0,2.0,3.0,5.0,1.0,1
436,12.0,11.0,5.0,3.0,1.0,0.0,3.0,1.0,7.0,0.0,0
437,86.0,61.0,34.0,25.0,51.0,26.0,31.0,32.0,17.0,10.0,1
438,9.0,8.0,3.0,1.0,8.0,5.0,3.0,3.0,3.0,2.0,1
439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
440,47.0,30.0,27.0,13.0,85.0,53.0,60.0,61.0,11.0,8.0,1
441,233.0,180.0,96.0,88.0,91.0,48.0,49.0,64.0,18.0,15.0,1
442,22.0,18.0,7.0,2.0,8.0,3.0,5.0,3.0,4.0,2.0,0
443,23.0,19.0,4.0,5.0,20.0,5.0,9.0,13.0,8.0,2.0,0
444,45.0,19.0,26.0,11.0,26.0,18.0,11.0,19.0,5.0,1.0,1
445,45.0,38.0,13.0,9.0,21.0,10.0,6.0,11.0,13.0,2.0,0
446,56.0,36.0,18.0,12.0,30.0,13.0,9.0,11.0,16.0,9.0,1
447,95.0,65.0,48.0,35.0,44.0,27.0,26.0,33.0,21.0,9.0,1
448,133.0,103.0,40.0,28.0,69.0,48.0,20.0,27.0,18.0,17.0,0
449,63.0,43.0,35.0,15.0,46.0,25.0,18.0,27.0,23.0,9.0,1
450,125.0,91.0,53.0,50.0,65.0,44.0,31.0,36.0,44.0,8.0,1
451,64.0,50.0,20.0,18.0,19.0,5.0,7.0,16.0,7.0,4.0,1
452,32.0,25.0,18.0,14.0,11.0,2.0,2.0,1.0,5.0,0.0,1
453,38.0,29.0,7.0,6.0,7.0,4.0,4.0,6.0,9.0,2.0,0
454,3.0,1.0,5.0,0.0,7.0,3.0,2.0,4.0,1.0,3.0,0
455,64.0,35.0,39.0,29.0,13.0,8.0,15.0,7.0,25.0,0.0,1
456,38.0,33.0,11.0,8.0,10.0,1.0,4.0,4.0,3.0,0.0,1
457,47.0,36.0,16.0,9.0,15.0,6.0,3.0,10.0,11.0,1.0,0
458,33.0,17.0,17.0,7.0,4.0,3.0,2.0,1.0,9.0,1.0,0
459,3.0,2.0,5.0,0.0,1.0,0.0,1.0,3.0,3.0,0.0,0
460,50.0,43.0,15.0,12.0,18.0,9.0,4.0,11.0,13.0,2.0,0
461,38.0,29.0,7.0,6.0,7.0,4.0,4.0,6.0,9.0,2.0,0
462,3.0,1.0,5.0,0.0,7.0,3.0,2.0,4.0,1.0,3.0,0
463,64.0,35.0,39.0,29.0,13.0,8.0,15.0,7.0,25.0,0.0,1
464,38.0,33.0,11.0,8.0,10.0,1.0,4.0,4.0,3.0,0.0,1
465,81.0,64.0,43.0,19.0,67.0,43.0,27.0,39.0,22.0,11.0,1
466,17.0,18.0,13.0,9.0,8.0,7.0,5.0,6.0,10.0,2.0,1
467,38.0,33.0,11.0,8.0,10.0,1.0,4.0,4.0,3.0,0.0,1
468,81.0,64.0,43.0,19.0,67.0,43.0,27.0,39.0,22.0,11.0,1
469,17.0,18.0,13.0,9.0,8.0,7.0,5.0,6.0,10.0,2.0,1
470,26.0,18.0,7.0,6.0,3.0,4.0,3.0,6.0,2.0,2.0,1
471,26.0,18.0,7.0,6.0,3.0,4.0,3.0,6.0,2.0,2.0,1
472,113.0,100.0,58.0,51.0,49.0,22.0,36.0,26.0,16.0,12.0,1
473,23.0,13.0,14.0,11.0,6.0,4.0,1.0,4.0,7.0,1.0,1
474,2.0,9.0,1.0,0.0,4.0,3.0,3.0,5.0,3.0,0.0,0
475,12.0,7.0,2.0,2.0,9.0,7.0,3.0,7.0,2.0,5.0,0
476,21.0,17.0,6.0,4.0,22.0,15.0,12.0,15.0,5.0,5.0,1
477,36.0,23.0,10.0,9.0,7.0,1.0,1.0,2.0,2.0,0.0,1
478,28.0,17.0,8.0,11.0,10.0,4.0,4.0,8.0,6.0,1.0,1
479,2.0,9.0,1.0,0.0,4.0,3.0,3.0,5.0,3.0,0.0,0
480,12.0,7.0,2.0,2.0,9.0,7.0,3.0,7.0,2.0,5.0,0
481,21.0,17.0,6.0,4.0,22.0,15.0,12.0,15.0,5.0,5.0,1
482,3.0,2.0,0.0,0.0,2.0,0.0,1.0,1.0,2.0,0.0,0
483,10.0,13.0,2.0,3.0,4.0,4.0,2.0,1.0,5.0,1.0,0
484,18.0,10.0,5.0,2.0,14.0,4.0,4.0,7.0,8.0,1.0,0
485,13.0,13.0,7.0,3.0,11.0,2.0,7.0,5.0,3.0,4.0,1
486,123.0,89.0,61.0,49.0,54.0,35.0,29.0,31.0,34.0,6.0,1
487,18.0,10.0,5.0,2.0,14.0,4.0,4.0,7.0,8.0,1.0,0
488,29.0,26.0,16.0,5.0,28.0,14.0,13.0,20.0,5.0,6.0,0
489,143.0,120.0,67.0,47.0,94.0,61.0,47.0,54.0,18.0,21.0,1
